,Case Number,Date,Year,Type,Country,Activity,Injury,Fatal,Time,Species,Shark Sizes
2606,1986.00.00,1986,1986,Unprovoked,USA,Surfing,"No injury, foot bumped",N,13h00,BIG SHARK,BIG SHARK
2608,1985.12.10,10-Dec-85,1985,Unprovoked,USA,Other activities,Survived,N,,Tiger Shark,MIDDLE SHARK
2610,1985.11.05,05-Nov-85,1985,Boat,USA,Other activities,2 semi-circular bites on aft starboard tube of boat,N,,White Shark,BIG SHARK
2612,1985.10.24,24-Oct-85,1985,Unprovoked,SOUTH AFRICA,Other activities,"Left leg severely lacerated, superficial lacerations of right leg,  board damaged",N,08h00,White Shark,BIG SHARK
2613,1985.10.22,22-Oct-85,1985,Unprovoked,USA,Other activities,Minor injury to foot & ankle,N,16h00,BIG SHARK,BIG SHARK
2614,1985.10.18,18-Oct-85,1985,Unprovoked,USA,Other activities,"Right hand and part of forearm severed , left hand lacerated, right anterior side of board removed by shark",N,,Tiger Shark,MIDDLE SHARK
2615,1985.10.12,12-Oct-85,1985,Unprovoked,USA,Other activities,Left arm lacerated,N,,BIG SHARK,BIG SHARK
2616,1985.10.05,  05-Oct-1985,1985,Provoked,USA,Other activities,Laceration to leg by hooked shark  PROVOKED INCIDENT,N,,BIG SHARK,BIG SHARK
2617,1985.09.28,28-Sep-85,1985,Unprovoked,USA,Other activities,"Hip bumped by shark, no Injury",N,,White Shark,BIG SHARK
2619,1985.09.08.a,08-Sep-85,1985,Unprovoked,USA,Other activities,Laceration and 4 puncture wounds to left hand,N,15h00,Silky Shark,MIDDLE SHARK
2624,1985.07.25.b,25-Jul-85,1985,Unprovoked,USA,Other activities,Right calf bitten,N,17h00,Hammerhead Shark,BIG SHARK
2626,1985.07.21,21-Jul-85,1985,Boat,USA,Other activities,"No injury to occupant, shark rammed boat catapulting it out of the water",N,,White Shark,BIG SHARK
2627,1985.07.19,19-Jul-85,1985,Unprovoked,USA,Other activities,2/3rd of left calf removed,N,,Tiger Shark,MIDDLE SHARK
2628,1985.07.00,Mid Jul-1985 or mid Jul-1986,1985,Unprovoked,ITALY,Other activities,Contusion of left foot,N,16h00,White Shark,BIG SHARK
2632,1985.03.03,03-Mar-85,1985,Unprovoked,AUSTRALIA,Other activities,FATAL,Y,12h30,White Shark,BIG SHARK
2633,1985.02.18,18-Feb-85,1985,Unprovoked,USA,Surfing,Bruised,N,12h45,White Shark,BIG SHARK
2635,1985.01.27,27-Jan-85,1985,Unprovoked,SOUTH AFRICA,Swimming,"Right knee, calf and ankle lacerated",N,18h30,Raggedtooth Shark,Raggedtooth Shark
2637,1985.01.17,17-Jan-85,1985,Unprovoked,SOUTH AFRICA,Surfing,Thigh & calf bitten,N,18h30,White Shark,BIG SHARK
2639,1985.01.04,04-Jan-85,1985,Unprovoked,SOUTH AFRICA,Other activities,Minor injury to torso,N,11h30,White Shark,BIG SHARK
2640,1985.01.00.b,Jan-85,1985,Unprovoked,NEW CALEDONIA,Other activities,Legs bitten ,N,,Tiger Shark,MIDDLE SHARK
2641,1985.01.00.a,Jan-85,1985,Provoked,SOUTH AFRICA,Other activities,Upper right arm bitten after he shot the shark PROVOKED INCIDENT,N,11h00,Dusky Shark,MIDDLE SHARK
2643,1985.00.00.a,1985,1985,Unprovoked,IRAN,Other activities,FATAL,Y,,Bull Shark,SMALL SHARK
2644,1984.12.03,03-Dec-84,1984,Boat,ITALY,Other activities,No injury,N,,White Shark,BIG SHARK
2645,1984.11.30,30-Nov-84,1984,Unprovoked,AUSTRALIA,Other activities,FATAL,Y,12h33,Tiger Shark,MIDDLE SHARK
2646,1984.11.11,11-Nov-84,1984,Unprovoked,USA,Surfing,Left foot bitten,N,,BIG SHARK,BIG SHARK
2647,1984.11.04,04-Nov-84,1984,Provoked,USA,Other activities,"Speared shark bit diver's right knee, and lacerated right thigh & buttocks PROVOKED INCIDENT",N,,SMALL SHARK,SMALL SHARK
2649,1984.10.21,21-Oct-84,1984,Unprovoked,USA,Surfing,"9"" laceration to right forearm ",N,13h30,BIG SHARK,BIG SHARK
2651,1984.10.14.a,14-Oct-84,1984,Unprovoked,USA,Surfing,Left calf bitten,N,15h00,Blacktip Shark,SMALL SHARK
2652,1984.09.30.b,30-Sep-84,1984,Unprovoked,USA,Surfing,"Abrasion on right foot, board bitten",N,15h30,White Shark,BIG SHARK
2653,1984.09.30.a,30-Sep-84,1984,Unprovoked,USA,Surfing,Legs & buttocks bitten,N,10h00,White Shark,BIG SHARK
2656,1984.09.22.a,22-Sep-84,1984,Unprovoked,USA,Surfing,Foot bitten,N,Morning,Hammerhead Shark,BIG SHARK
2658,1984.09.17,17-Sep-84,1984,Unprovoked,USA,Other activities,Arm bitten,N,15h30,Blue Shark,MIDDLE SHARK
2659,1984.09.15,15-Sep-84,1984,Unprovoked,USA,Other activities,FATAL,Y,08h30,White Shark,BIG SHARK
2660,1984.09.11,11-Sep-84,1984,Provoked,MEXICO,Other activities,"No Injury, PROVOKED INCIDENT",N,17h50,White Shark,BIG SHARK
2661,1984.08.24,24-Aug-84,1984,Invalid,USA,Other activities,Death was due to drowning; body scavenged by a shark,Y,,Tiger Shark,MIDDLE SHARK
2664,1984.07.24.a,24-Jul-84,1984,Unprovoked,USA,Swimming,Legs severely lacerated,N,12h00,BIG SHARK,BIG SHARK
2667,1984.07.00.a,Jul-84,1984,Unprovoked,SOUTH AFRICA,Other activities,"No injury, shark hit swim fin",N,,Raggedtooth Shark,Raggedtooth Shark
2668,1984.06.15,15-Jun-84,1984,Unprovoked,SOUTH AFRICA,Surfing,"No injury, board bitten",N,17h30,White Shark,BIG SHARK
2669,1984.06.03.b,03-Jun-84,1984,Unprovoked,USA,Other activities,Foot bitten,N,17h00,Hammerhead Shark,BIG SHARK
2674,1984.03.10,10-Mar-84,1984,Boat,SOUTH AFRICA,Other activities,"No injury to occupant, shark seized oar and disappeared with it.",N,,BIG SHARK,BIG SHARK
2676,1984.02.18,18-Feb-84,1984,Provoked,SOUTH AFRICA,Other activities,Leg lacerated by hooked shark PROVOKED INCIDENT,N,Night,Raggedtooth Shark,Raggedtooth Shark
2677,1984.02.17,17-Feb-84,1984,Provoked,SOUTH AFRICA,Other activities,Punctures in wetsuit & left arm bruised by captive shark PROVOKED INCIDENT,N,09h00,Dusky Shark,MIDDLE SHARK
2679,1984.02.11,11-Feb-84,1984,Unprovoked,AUSTRALIA,Other activities,Hand bitten,N,,White Shark,BIG SHARK
2680,1984.01.05,05-Jan-84,1984,Unprovoked,SOUTH AFRICA,Swimming,Foot bitten,N,09h30,Raggedtooth Shark,Raggedtooth Shark
2686,1983.12.24,24-Dec-83,1983,Unprovoked,AUSTRALIA,Other activities,Fingers bitten,N,,White Shark,BIG SHARK
2688,1983.12.21,21-Dec-83,1983,Unprovoked,SOUTH AFRICA,Swimming,Shin lacerated,N,08h15,Raggedtooth Shark,Raggedtooth Shark
2689,1983.12.07,07-Dec-83,1983,Invalid,SOUTH AFRICA,Other activities,"Two feet found in shark, postmortem scavenging",N,,Bull Shark,SMALL SHARK
2691,1983.11.10.R,Reported      10-Nov-1983,1983,Unprovoked,USA,Surfing,Laceration to left foot,N,,Tiger Shark,MIDDLE SHARK
2693,1983.10.17.a,17-Oct-83,1983,Unprovoked,USA,Surfing,Puncture marks in leg & surfboard dinged,N,,BIG SHARK,BIG SHARK
2694,1983.10.13,13-Oct-83,1983,Unprovoked,USA,Other activities,Lacerations to left ankle,N,,BIG SHARK,BIG SHARK
2696,1983.08.20.b,20-Aug-83,1983,Unprovoked,USA,Surfing,"No injury, board bitten",N,10h00,White Shark,BIG SHARK
2697,1983.08.20.a,20-Aug-83,1983,Unprovoked,SOUTH AFRICA,Other activities,Inner thighs lacerated,N,10h00,White Shark,BIG SHARK
2698,1983.08.15,15-Aug-83,1983,Unprovoked,USA,Swimming,Foot bitten,N,Morning,Sand Shark,MIDDLE SHARK
2699,1983.08.13.b,13-Aug-83,1983,Provoked,USA,Other activities,Hand abraded when he grabbed shark's tail PROVOKED INCIDENT,N,,Nurse Shark,MIDDLE SHARK
2700,1983.08.13.a,13-Aug-83,1983,Unprovoked,USA,Other activities,Right leg severely bitten,N,Morning,Bull Shark,SMALL SHARK
2702,1983.07.26,26-Jul-83,1983,Sea Disaster,AUSTRALIA,Swimming,"FATAL, shark seized her by the chest and took her underwater ",Y,04h00,Tiger Shark,MIDDLE SHARK
2703,1983.07.25.b,25-Jul-83,1983,Sea Disaster,AUSTRALIA,Swimming,"FATAL, shark bit leg, then dragged him underwater ",Y,Night,Tiger Shark,MIDDLE SHARK
2704,1983.07.25.a,25-Jul-83,1983,Sea Disaster,AUSTRALIA,Other activities,"Left knee bitten, but survived",N,Night,Tiger Shark,MIDDLE SHARK
2705,1983.07.15,15-Jul-83,1983,Unprovoked,SOUTH AFRICA,Surfing,Left arm injured by shark's tail as it swam beneath his board,N,,BIG SHARK,BIG SHARK
2706,1983.07.12.b,12-Jul-83,1983,Unprovoked,USA,Surfing,Left ankle nipped (3 punctures wounds),N,Afternoon,Hammerhead Shark,BIG SHARK
2712,1983.06.15,15-Jun-83,1983,Unprovoked,BAHAMAS,Other activities,Lacerations to hand & foot,N,11h00,Blacktip Shark,SMALL SHARK
2713,1983.06.15,15-Jun-83,1983,Invalid,ITALY,Other activities,"No injury, shark ""harassed"" him at depth of 5 m",N,,White Shark,BIG SHARK
2714,1983.06.00,Jun-83,1983,Unprovoked,BAHAMAS,Other activities,Lacerations to thigh & buttocks,N,17h00,Caribbean Reef Shark,SMALL SHARK
2715,1983.05.31,31-May-83,1983,Unprovoked,USA,Other activities,"Left calf, knee & hands lacerated",N,Dusk,BIG SHARK,BIG SHARK
2719,1983.04.12,12-Apr-83,1983,Unprovoked,SOUTH AFRICA,Other activities,Puncture wounds to foot,N,19h30,Raggedtooth Shark,Raggedtooth Shark
2722,1983.03.30.a,30-Mar-83,1983,Unprovoked,SOUTH AFRICA,Other activities,Right calf lacerated,N,11h15,BIG SHARK,BIG SHARK
2723,1983.03.22,22-Mar-83,1983,Unprovoked,SOUTH AFRICA,Surfing,"No injury, board bitten",N,12h30,Blacktip Shark,SMALL SHARK
2725,1983.03.00,Mar-83,1983,Unprovoked,NEW CALEDONIA,Other activities,Calf bitten,N,,SMALL SHARK,SMALL SHARK
2726,1983.02.20,20-Feb-83,1983,Unprovoked,SOUTH AFRICA,Other activities,Puncture wounds to buttocks,N,12h30,BIG SHARK,BIG SHARK
2730,1983.01.08,08-Jan-83,1983,Unprovoked,SOUTH AFRICA,Other activities,"No injury, rammed by shark",N,13h00,White Shark,BIG SHARK
2733,1983.00.00.b,1983,1983,Provoked,USA,Other activities,Bitten on their feet by landed sharks / lacerations only PROVOKED INCIDENTS,N,,Blue Shark,MIDDLE SHARK
2735,1982.10.13,13-Oct-82,1982,Unprovoked,USA,Surfing,Left foot lacerated,N,11h00,BIG SHARK,BIG SHARK
2737,1982.09.30.a,30-Sep-82,1982,Unprovoked,SOUTH AFRICA,Surfing,"No Injury, surfboard bitten",N,14h50,White Shark,BIG SHARK
2738,1982.09.27,27-Sep-82,1982,Unprovoked,USA,Surfing,Laceration to lower left leg,N,13h30,BIG SHARK,BIG SHARK
2739,1982.09.25,25-Sep-82,1982,Unprovoked,USA,Other activities,Lacerations to hand,N,Morning,White Shark,BIG SHARK
2740,1982.09.19,19-Sep-82,1982,Unprovoked,USA,Other activities,Upper left thigh & buttocks bitten,N,14h30,White Shark,BIG SHARK
2741,1982.09.04,04-Sep-82,1982,Invalid,USA,Other activities,"Remains recovered from shark, but shark involvement prior to death unknown",Y,,Tiger Shark,MIDDLE SHARK
2745,1982.08.00,Late Aug-1982,1982,Unprovoked,TUNISIA,Surfing,Thigh lacerated,N,,BIG SHARK,BIG SHARK
2747,1982.07.24.b,24-Jul-82,1982,Unprovoked,SOUTH AFRICA,Other activities,"No injury, ski bitten",N,16h00,White Shark,BIG SHARK
2748,1982.07.24.a,24-Jul-82,1982,Unprovoked,USA,Other activities,"No Injury, board bitten",N,11h00,White Shark,BIG SHARK
2749,1982.07.19,19-Jul-82,1982,Unprovoked,USA,Swimming,Left ankle bitten,N,Late afternoon,BIG SHARK,BIG SHARK
2753,1982.06.29,29-Jun-82,1982,Unprovoked,SOUTH AFRICA,Surfing,FATAL,Y,09h30,White Shark,BIG SHARK
2754,1982.06.26.b,26-Jun-82,1982,Unprovoked,USA,Swimming,Left arm bitten,N,16h30,BIG SHARK,BIG SHARK
2755,1982.06.26.a,26-Jun-82,1982,Unprovoked,BAHAMAS,Other activities,Arm severed at elbow,N,,Lemon Shark,MIDDLE SHARK
2757,1982.06.13,13-Jun-82,1982,Unprovoked,USA,Other activities,Thigh bitten 3 times,N,,BIG SHARK,BIG SHARK
2758,1982.05.00,May-82,1982,Invalid,USA,Other activities,Human remains recovered,Y,,Tiger Shark,MIDDLE SHARK
2762,1982.02.28,28-Feb-82,1982,Unprovoked,AUSTRALIA,Other activities,"FATAL, body not recovered",Y,,White Shark,BIG SHARK
2763,1982.02.27,27-Feb-82,1982,Unprovoked,USA,Surfing,Lacerations to left hand and forearm,N,,BIG SHARK,BIG SHARK
2768,1982.02.07.a,07-Feb-82,1982,Unprovoked,USA,Other activities,Calf & ankle bitten,N,11h00,White Shark,BIG SHARK
2770,1982.01.29,29-Jan-82,1982,Unprovoked,SOUTH AFRICA,Swimming,Right shin & toe lacerated,N,16h30,Raggedtooth Shark,Raggedtooth Shark
2771,1982.00.00.c,1982,1982,Boat,ITALY,Other activities,No details,UNKNOWN,,White Shark,BIG SHARK
2772,1982.00.00.b,1982,1982,Boat,ITALY,Other activities,No injury,N,,White Shark,BIG SHARK
2774,1981.12.19,19-Dec-81,1981,Unprovoked,USA,Surfing,"FATAL, torso bitten ",Y,Evening,White Shark,BIG SHARK
2776,1981.12.13.a,13-Dec-81,1981,Unprovoked,USA,Swimming,Right leg severely bitten,N,,Tiger Shark,MIDDLE SHARK
2778,1981.10.19.b,19-Oct-81,1981,Provoked,SOUTH AFRICA,Other activities,Hand lacerated  PROVOKED INCIDENT,N,,White Shark,BIG SHARK
2779,1981.11.09,09-Nov-81,1981,Unprovoked,USA,Other activities,Hand bitten,N,,BIG SHARK,BIG SHARK
2780,1981.10.19.a,19-Oct-81,1981,Unprovoked,USA,Swimming,Hand & forearm bitten,N,11h30,BIG SHARK,BIG SHARK
2783,1981.10.01,01-Oct-81,1981,Unprovoked,USA,Surfing,Laceration to right leg,N,,BIG SHARK,BIG SHARK
2786,1981.09.15,15-Sep-81,1981,Unprovoked,USA,Swimming,"FATAL, right calf bitten  ",Y,P.M.,Tiger Shark,MIDDLE SHARK
2789,1981.08.29,29-Aug-81,1981,Unprovoked,USA,Surfing,Laceration to left ankle,N,,BIG SHARK,BIG SHARK
2790,1981.08.24.b,24-Aug-81,1981,Provoked,USA,Other activities,"Shot shark, then it bit him. Puncture wounds on leg  PROVOKED INCIDENT",N,,BIG SHARK,BIG SHARK
2792,1981.08.10.b,10-Aug-81,1981,Unprovoked,USA,Other activities,Bite to face,N,,Nurse Shark,MIDDLE SHARK
2794,1981.08.07,07-Aug-81,1981,Unprovoked,BAHAMAS,Surfing,Upper right arm bitten,N,12h00,Mako Shark,SMALL SHARK
2795,1981.07.20,20-Jul-81,1981,Unprovoked,USA,Swimming,"Foot bitten between arch & big toe, no stitches required",N,,Sand Shark,MIDDLE SHARK
2796,1981.07.18,18-Jul-81,1981,Unprovoked,SOUTH AFRICA,Surfing,7 lacerations to right foot,N,10h15,BIG SHARK,BIG SHARK
2797,1981.07.07,07-Jul-81,1981,Unprovoked,USA,Other activities,Left foot & ankle lacerated,N,18h10,MIDDLE SHARK,MIDDLE SHARK
2798,1981.07.01,01-Jul-81,1981,Unprovoked,SOUTH AFRICA,Other activities,Laceration to calf,N,,Grey Shark,SMALL SHARK
2799,1981.06.15.R,Reported 15-Jun-1981,1981,Boat,ENGLAND,Other activities,Minor injuries from shark that leapt aboard their boat,N,,BIG SHARK,BIG SHARK
2800,1981.06.12,12-Jun-81,1981,Invalid,USA,Other activities,"Probable drowning, 1/3 of shark-multilated body recovered",Y,,BIG SHARK,BIG SHARK
2802,1981.05.23,23-May-81,1981,Unprovoked,SOUTH KOREA,Other activities,FATAL,Y,12h30,White Shark,BIG SHARK
2803,1981.05.20,20-May-81,1981,Unprovoked,SOUTH AFRICA,Surfing,"Shark & board collided. No injury, but board was dented",N,08h30,Raggedtooth Shark,Raggedtooth Shark
2805,1981.05.16,16-May-81,1981,Unprovoked,USA,Other activities,Left arm bitten,N,,Lemon Shark,MIDDLE SHARK
2806,1981.05.10,10-May-81,1981,Unprovoked,SOUTH AFRICA,Surfing,"No Injury, board bitten",N,14h45,Raggedtooth Shark,Raggedtooth Shark
2809,1981.05.05,05-May-81,1981,Unprovoked,SOUTH AFRICA,Surfing,"Left leg bitten, surgically amputated",N,09h00,Tiger Shark,MIDDLE SHARK
2810,1981.03.25,25-Mar-81,1981,Unprovoked,USA,Other activities,"Lacerations on calf, ankle & heel",N,15h00,Bull Shark,SMALL SHARK
2812,1981.03.04,04-Mar-81,1981,Unprovoked,CHILE,Other activities,Foot & ankle bitten,N,10h30,White Shark,BIG SHARK
2813,1981.03.00,Mar-81,1981,Unprovoked,BRAZIL,Other activities,,UNKNOWN,,White Shark,BIG SHARK
2814,1981.02.19,19-Feb-81,1981,Unprovoked,SOUTH AFRICA,Swimming,Foot lacerated,N,17h20,Dusky Shark,MIDDLE SHARK
2815,1981.02.16,16-Feb-81,1981,Unprovoked,AUSTRALIA,Other activities,Puncture wounds to foot,N,,Hammerhead Shark,BIG SHARK
2817,1981.02.02,02-Feb-81,1981,Unprovoked,USA,Surfing,Lacerations & punctures in left calf & ankle,N,13h30,Hammerhead Shark,BIG SHARK
2819,1981.01.30,30-Jan-81,1981,Unprovoked,USA,Other activities,3 small punctures in scalp & ripped nostril,N,,Tiger Shark,MIDDLE SHARK
2820,1981.01.01,01-Jan-81,1981,Invalid,SOUTH AFRICA,Swimming,Probable drowning & scavenging,Y,,Tiger Shark,MIDDLE SHARK
2821,1981.00.00.b,1981,1981,Unprovoked,AUSTRALIA,Surfing,"No injury, ski bitten",N,07h00,Tiger Shark,MIDDLE SHARK
2823,1980.12.30,12-30-1980,1980,Unprovoked,SOUTH AFRICA,Other activities,"No injury, paddleski bitten",N,17h15,BIG SHARK,BIG SHARK
2825,1980.11.24,24-Nov-80,1980,Unprovoked,REUNION,Other activities,Bitten twice,N,15h00,White Shark,BIG SHARK
2829,1980.10.27,27-Oct-80,1980,Unprovoked,USA,Surfing,Thigh lacerated,N,15h45,White Shark,BIG SHARK
2830,1980.10.17,17-Oct-80,1980,Unprovoked,USA,Surfing,No injury,N,09h30,White Shark,BIG SHARK
2833,1980.08.04,04-Aug-80,1980,Unprovoked,USA,Other activities,Torso bitten,N,,Tiger Shark,MIDDLE SHARK
2834,1980.07.26,26-Jul-80,1980,Unprovoked,SPAIN,Other activities,Thigh injured,N,,Blue Shark,MIDDLE SHARK
2836,1980.07.23,23-Jul-80,1980,Unprovoked,USA,Other activities,"No injury, shark bit her bathing suit",N,Afternoon,BIG SHARK,BIG SHARK
2839,1980.06.26,26-Jun-80,1980,Provoked,USA,Other activities,Laceration to lower leg   PROVOKED INCIDENT,N,,Blue Shark,MIDDLE SHARK
2840,1980.05.15,15-May-80,1980,Unprovoked,SOUTH AFRICA,Surfing,"No injury, board bitten",N,08h00,BIG SHARK,BIG SHARK
2843,1980.04.00,Apr-80,1980,Unprovoked,MEXICO,Surfing,Right calf bitten,N,Early afternoon,Tiger Shark,MIDDLE SHARK
2844,1980.03.29,29-Mar-80,1980,Unprovoked,SOUTH AFRICA,Other activities,FATAL,Y,,Tiger Shark,MIDDLE SHARK
2845,1980.03.28,28-Mar-80,1980,Unprovoked,BRAZIL,Swimming,Right leg bitten,N,Afternoon,BIG SHARK,BIG SHARK
2847,1980.03.11,11-Mar-80,1980,Provoked,SOUTH AFRICA,Other activities,Leg lacerated by netted shark PROVOKED INCIDENT,N,,Hammerhead Shark,BIG SHARK
2848,1980.01.31,31-Jan-80,1980,Unprovoked,SOUTH AFRICA,Other activities,"Both hands & heel of left foot lacerated, right foot severed",N,14h45,White Shark,BIG SHARK
2849,1980.01.25,25-Jan-80,1980,Unprovoked,KENYA,Other activities,Ankle & foot lacerated,N,,BIG SHARK,BIG SHARK
2850,1980.01.15,15-Jan-80,1980,Provoked,SOUTH AFRICA,Other activities,"No injury, rammed & catapulted from the water by shark after he shot at it & missed PROVOKED INCIDENT",N,05h00,Bull Shark,SMALL SHARK
2851,1980.01.13,13-Jan-80,1980,Unprovoked,SOUTH AFRICA,Swimming,Abrasion,N,,Hammerhead Shark,BIG SHARK
2852,1980.01.10,10-Jan-80,1980,Unprovoked,SOUTH AFRICA,Swimming,3 small punctures on arm,N,18h30,Raggedtooth Shark,Raggedtooth Shark
2853,1980.01.05,05-Jan-80,1980,Unprovoked,CHILE,Other activities,FATAL  ,Y,11h00,White Shark,BIG SHARK
2854,1980.00.00.d,Summer 1980,1980,Provoked,NORTH ATLANTIC OCEAN,Other activities,Arm lacerated by gaffed shark PROVOKED INCIDENT,N,,BIG SHARK,BIG SHARK
2855,1980.00.00.c,1980s ,1980,Invalid,GREECE,Surfing,Knee bitten,N,,White Shark,BIG SHARK
2856,1980.00.00.b,1980,1980,Invalid,SOUTH AFRICA,Other activities,No injury; shark made threat display and impaled itself on spear,N,Early afternoon,BIG SHARK,BIG SHARK
2859,1979.12.00,05-Dec-79,1979,Invalid,PORTUGAL,Other activities,FATAL,Y,,White Shark,BIG SHARK
2860,1979.12.01, 01-Dec-1979,1979,Unprovoked,SOUTH CHINA SEA,Other activities,Toothmarks on head & neck,N,,BIG SHARK,BIG SHARK
2861,1979.11.27,27-Nov-79,1979,Unprovoked,USA,Surfing,Multiple major Injuries,N,10h20,White Shark,BIG SHARK
2862,1979.11.12,12-Nov-79,1979,Provoked,SOUTH AFRICA,Other activities,"No injury to occupants; hooked shark tore out part of transom, bit skeg of motor and snapped the steel trace PROVOKED INCIDENT",N,,White Shark,BIG SHARK
2863,1979.10.22,22-Oct-79,1979,Provoked,SOUTH AFRICA,Other activities,Bitten below right knee by hooked shark pulled onboard skiboat PROVOKED INCIDENT,N,,Raggedtooth Shark,Raggedtooth Shark
2864,1979.09.14,14-Sep-79,1979,Unprovoked,AUSTRALIA,Other activities,Leg bitten,N,,SMALL SHARK,SMALL SHARK
2871,1979.05.05,05-May-79,1979,Provoked,SOUTH AFRICA,Other activities,Shark rammed diver after he shot it in the head  PROVOKED INCIDENT,N,14h00,White Shark,BIG SHARK
2874,1979.05.00.b,May-79,1979,Unprovoked,NEW CALEDONIA,Other activities,FATAL,Y,,BIG SHARK,BIG SHARK
2877,1979.03.24,24-Mar-79,1979,Unprovoked,USA,Surfing,Foot & ankle bitten,N,11h30,Blacktip Shark,SMALL SHARK
2878,1979.03.11,11-Mar-79,1979,Unprovoked,USA,Other activities,"No injury, swim fin bitten",N,10h00,White Shark,BIG SHARK
2881,1979.02.21,21-Feb-79,1979,Unprovoked,SOUTH AFRICA,Surfing,Punctures on left thigh,N,13h15,BIG SHARK,BIG SHARK
2884,1978.12.12,12-Dec-78,1978,Unprovoked,SOUTH AFRICA,Other activities,"FATAL, legs bitten ",Y,16h45,White Shark,BIG SHARK
2885,1978.11.26,26-Nov-78,1978,Unprovoked,USA,Surfing,Left arm bitten,N,,MIDDLE SHARK,MIDDLE SHARK
2887,1978.10.21,21-Oct-78,1978,Invalid,SOUTH AFRICA,Other activities,Scavenged or FATAL (may have involved foul play),Y,Dusk,Tiger Shark,MIDDLE SHARK
2888,1978.09.27,27-Sep-78,1978,Unprovoked,SOUTH AFRICA,Other activities,"No injury, shark took his catch, then towed & pushed diver through the water ",N,16h00,White Shark,BIG SHARK
2889,1978.09.16,16-Sep-78,1978,Unprovoked,ITALY,Other activities,No injury,N,11h00,White Shark,BIG SHARK
2890,1978.09.02.R,Reported 02-Sep-1978,1978,Unprovoked,AUSTRALIA,Other activities,Several broken ribs,N,,BIG SHARK,BIG SHARK
2891,1978.08.05,05-Aug-78,1978,Unprovoked,USA,Other activities,Punctures on leg (minor injury),N,12h45,BIG SHARK,BIG SHARK
2897,1978.06.07,07-Jun-78,1978,Invalid,ITALY,Other activities,"No injury, shark struck platform",N,,White Shark,BIG SHARK
2900,1978.04.00,Apr-1978`,1978,Unprovoked,AUSTRALIA,Other activities,Thigh bitten,N,,MIDDLE SHARK,MIDDLE SHARK
2903,1978.02.19,19-Feb-78,1978,Unprovoked,SOUTH AFRICA,Other activities,"No injury, rammed by shark",N,,White Shark,BIG SHARK
2904,1978.01.17,07-Jan-78,1978,Unprovoked,SOUTH AFRICA,Surfing,"Left leg, ankle & foot bitten",N,12h45,Blacktip Shark,SMALL SHARK
2905,1978.01.06,06-Jan-78,1978,Invalid,SOUTH AFRICA,Other activities,"Human head recovered from shark�s gut, probable drowning / scavenging",Y,,Tiger Shark,MIDDLE SHARK
2910,1977.12.19.a,19-Dec-77,1977,Unprovoked,SOUTH AFRICA,Surfing,"Both legs bitten, 2 days later gangrene necessitated surgical amputation of left leg at mid-thigh",N,10h00,Tiger Shark,MIDDLE SHARK
2911,1977.12.00,Dec-77,1977,Boat,SOUTH AFRICA,Other activities,No injury to occupant: shark bit boat's port chine,N,,White Shark,BIG SHARK
2912,1977.11.12,12-Nov-77,1977,Provoked,SOUTH AFRICA,Other activities,Shark lacerated his hand when he grabbed it by the tail PROVOKED INCIDENT,N,,BIG SHARK,BIG SHARK
2913,1977.10.30,30-Oct-77,1977,Unprovoked,SOUTH AFRICA,Other activities,"No injury, shark bit speargun & pushed diver through the water",N,16h00,White Shark,BIG SHARK
2914,1977.08.31,31-Aug-77,1977,Unprovoked,AUSTRALIA,Surfing,"Board rammed &  bitten, left thigh lacerated",N,16h00,White Shark,BIG SHARK
