,Month,Year,Type,Country,Area,Activity,Sex,Injury,Fatal,original order
943,Jan,2009,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,M,FATAL,Y,5050
944,Jan,2009,Invalid,BRAZIL,Maranh�o,Swimming,M,"Drowned, body scavenged by shark",Y,5049
945,Jan,2009,Boat,AUSTRALIA,Victoria,Fishing,M,"No injury to occupants, shark bit propeller",N,5048
946,Jan,2009,Unprovoked,NEW ZEALAND,South Island,Surfing,M,"No injury, bumped off board by the shark",N,5047
948,Jan,2009,Unprovoked,AUSTRALIA,New South Wales,Snorkeling,M,Puncture wounds to right calf,N,5045
949,Jan,2009,Unprovoked,AUSTRALIA,Tasmania,Surfing,F,Severe lacerations to right leg,N,5044
950,Jan,2009,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,Left thigh severely bitten,N,5043
952,Jan,2009,Unprovoked,ECUADOR,Galapagos Islands,Surfing,M,Right lower leg bitten & defense wounds to hand,N,5041
953,Jan,2009,Unprovoked,NEW ZEALAND,North Island,Swimming,M,Posterior thigh bitten,N,5040
957,Dec,2008,Unprovoked,AUSTRALIA,New South Wales,Boogie Boarding,M,"No injury, shark tore his swim fin",N,5036
958,Dec,2008,Unprovoked,AUSTRALIA,New South Wales,Kayaking,M,"No injury, shark struck kayak, catapulting him into the water",N,5035
959,Dec,2008,Unprovoked,AUSTRALIA,Western Australia,Snorkeling,M,FATAL,Y,5034
960,Dec,2008,Unprovoked,USA,California,Kayaking,M,"No injury, shark struck paddle",N,5033
961,Dec,2008,Unprovoked,NEW ZEALAND,North Island,Fishing,M,Lacerations to left calf and ankle,N,5032
962,Dec,2008,Provoked,SOUTH AFRICA,Western Cape Province,Fishing,M,"Lacerations to knees, thigh and hip by hooked shark PROVOKED iNCIDENT  ",N,5031
964,Dec,2008,Unprovoked,MOZAMBIQUE,Inhambane Province,Spearfishing,M,FATAL,Y,5029
965,Nov,2008,Unprovoked,EGYPT,Red Sea,Scuba diving,F,Lacerations to fingers,N,5028
966,Nov,2008,Sea Disaster,PHILIPPINES,Batanes Provine,Sinking of the cargo ship Mark Jason,M,"Of the 20 crew, 4 were bitten by shark. None of their iinjuries were life-threatening",N,5027
967,Nov,2008,Unprovoked,ECUADOR,Galapagos Islands,,F,Leg bitten,N,5026
968,Nov,2008,Boat,AUSTRALIA,South Australia,Fishing,M,"No injury to occupant, shark bit dinghy & motor",N,5025
969,Nov,2008,Sea Disaster,TAIWAN,,Fishing boat swamped in storm,M,FATAL,Y,5024
970,Nov,2008,Unprovoked,PHILIPPINES,Luzon,Fishing,M,Torso & righ arm bitten FATAL,Y,5023
971,Oct,2008,Provoked,AUSTRALIA,New South Wales,Scuba diving,M,Small laceration to head from captive shark,N,5022
972,Oct,2008,Unprovoked,NEW CALEDONIA,,Spearfishing,M,Legs bitten,N,5021
973,Oct,2008,Provoked,AUSTRALIA,Northern Territory,Fishing,M,Right leg injured by hook and hooked shark PROVOKED INCIDENT,N,5020
974,Oct,2008,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,"No injury, board damaged",N,5019
975,Oct,2008,Unprovoked,USA,Florida,Fishing,M,Lacerations,N,5018
976,Oct,2008,Unprovoked,CROATIA," Split-Dalmatia Count,",Spearfishing,M,Calf bitten,N,5017
977,Sep,2008,Unprovoked,USA,Florida,Surfing,M,Small puncture wounds to the heel of left foot,N,5016
978,Sep,2008,Unprovoked,USA,Florida,Surfing,M,Right foot bitten,N,5015
979,Sep,2008,Provoked,AUSTRALIA,Northern Territory,Swimming,M,Right hand lacerated by netted shark PROVOKED INCIDENT,N,5014
980,Sep,2008,Unprovoked,USA,Florida,Swimming,M,Lacerations to foot,N,5013
981,Sep,2008,Unprovoked,USA,Hawaii,Surfing,M,Bitten on right thigh & calf,N,5012
982,Sep,2008,Unprovoked,USA,California,Surfing,M,"No injury to surfer, board bitten",N,5011
983,Sep,2008,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,Shark became tangled in his surfboard leash. The surfer was not injured,N,5010
984,Sep,2008,Unprovoked,USA,Florida,Surfing,M,Minor injury to foot,N,5009
985,Sep,2008,Unprovoked,USA,Florida,Surfing,M,Minor injury to foot,N,5008
986,Sep,2008,Unprovoked,USA,Florida,Surfing,M,Shark bumped right ankle,N,5007
987,Sep,2008,Unprovoked,USA,Florida,Surfing,M,Right hand bitten,N,5006
988,Aug,2008,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,"No injury, bumped off board by the shark",N,5005
989,Aug,2008,Invalid,USA,Hawaii,Swimming,M,Death was probably due to drowning,Y,5004
990,Aug,2008,Provoked,ENGLAND,North Devon,Fishing,M,Wrist bitten by hooked shark PROVOKED INCIDENT,N,5003
991,Aug,2008,Unprovoked,USA,Florida,Surfing,M,Superfical cut to left ankle,N,5002
992,Aug,2008,Unprovoked,USA,Florida,Surfing,M,Lacerations to lower left leg,N,5001
993,Aug,2008,Unprovoked,USA,Florida,"Swimming, towing surfboard",M,Minor injury to left foot,N,5000
994,Aug,2008,Invalid,USA,North Carolina,Surfing,F,Calf bitten,N,4999
995,Aug,2008,Unprovoked,USA,Florida,Swimming,M,3 lacerations to forearm,N,4998
996,Aug,2008,Invalid,USA,South Carolina,,M,Minor injuries,N,4997
997,Aug,2008,Unprovoked,USA,US Virgin Islands,Treading water,F,Severe lacerations to left foot,N,4996
998,Aug,2008,Unprovoked,USA,Florida,Wading,F,Puncture wounds & 3-inch laceration to right calf,N,4995
999,Aug,2008,Unprovoked,USA,Hawaii,Diving,M,"No injury, shark grabbed his bag of fish",N,4994
1000,Jul,2008,Unprovoked,AUSTRALIA,Victoria,Surfing,M,"No injury, surfboard leash severed",N,4993
1001,Jul,2008,Unprovoked,SOUTH AFRICA,,,M,Lacerations to fingers,N,4992
1002,Jul,2008,Unprovoked,PANAMA,San Carlos,Swimming or surfing,M,5 lacerations to left foot,N,4991
1003,Jul,2008,Unprovoked,MEXICO,Cabo San Lucas,Swimming,M,3 puncture wounds to toe,N,4990
1004,Jul,2008,Unprovoked,USA,Hawaii,Swimming,M,Minor injury,N,4989
1005,Jul,2008,Unprovoked,USA,Florida,Surfing,M,Right foot bitten,N,4988
1006,Jul,2008,Unprovoked,USA,Hawaii,Snorkeling,F,Forearm bitten ,N,4987
1007,Jul,2008,Unprovoked,USA,North Carolina,Wading,M,Minor lacerations to  toe,N,4986
1008,Jul,2008,Unprovoked,USA,North Carolina,Wading,F,Lacerations to dorsum of right foot ,N,4985
1009,Jul,2008,Provoked,USA,Florida,Surfing,M,Foot bitten after he stepped on the shark PROVOKED INCIDENT,N,4984
1010,Jul,2008,Unprovoked,USA,Florida,Wading,M,Lacerations to lower left leg,N,4983
1011,Jul,2008,Unprovoked,EGYPT,,Diving,M,Leg severed,N,4982
1012,Jul,2008,Invalid,USA,North Carolina,Body surfing,M,"Bruises, abrasions and some spinal and nerve damage when collided with marine animal, possibly a shark or dolphin.",N,4981
1013,Jul,2008,Unprovoked,USA,South Carolina,Surfing,M,Laceration to foream,N,4980
1014,Jul,2008,Unprovoked,USA,North Carolina,Swimming,F,Lacerations to  right foot,N,4979
1015,Jul,2008,Unprovoked,USA,South Carolina,,F,Lacerations to right foot,N,4978
1016,Jul,2008,Boat,UNITED KINGDOM,Sussex,Rowing an inflatable dinghy,M,Shark leapt into & damaged the dinghy but no injury to occupants,N,4977
1017,Jun,2008,Invalid,USA,Hawaii,Wading,M,Probable drowning with post-mortem bites,Y,4976
1018,Jun,2008,Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,M,Lacerations to calf,N,4975
1019,Jun,2008,Unprovoked,SOUTH AFRICA,Western Cape Province,Surf skiing ,M,"No injury, ski bitten",N,4974
1020,Jun,2008,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing (free diving),M,No injury,N,4973
1021,Jun,2008,Unprovoked,USA,Florida,Surfing,M,Minor laceration to foot,N,4972
1022,Jun,2008,Unprovoked,USA,South Carolina,Swimming,M,Lacerations to hand,N,4971
1023,Jun,2008,Unprovoked,BRAZIL,Bahia,Surfing,M,"No injury, board bitten",N,4970
1024,Jun,2008,Unprovoked,USA,California,Kayaking,F," No injury. Shark bumped kayak, flinging her into the  water. ",N,4969
1025,Jun,2008,Unprovoked,USA,Florida,Wading,F,Lacerations to lower right calf,N,4968
1026,Jun,2008,Unprovoked,BRAZIL,Pernambuco,Surfing,M,Laceration to left leg & foot,N,4967
1027,Jun,2008,Unprovoked,USA,Florida,Body surfing,M,Lacerations & abrasions to right hand,N,4966
1029,Jun,2008,Unprovoked,USA,South Carolina,Body surfing,F,Foot bitten,N,4964
1030,Jun,2008,Unprovoked,BRAZIL,Pernambuco,Swimming,M,"Hand severed, buttocks bitten",N,4963
1031,May,2008,Unprovoked,USA,North Carolina,Surfing,M,Biceps & lower arm bitten,N,4962
1032,May,2008,Sea Disaster,BAHAMAS,Grand Bahama Island,Sea Disaster,M,Boat capsized in squall. 2 bodies scavenged  by sharks,N,4961
1033,May,2008,Unprovoked,MEXICO,Guerro,Surfing,M,Lacerations to right forearm and hand,N,4960
1034,May,2008,Unprovoked,MEXICO,Guerro,Surfing,M,FATAL,Y,4959
1035,May,2008,Unprovoked,FIJI,Yasawa Islands,Night diving,M,FATAL,Y,4958
1036,May,2008,Unprovoked,AUSTRALIA,Western Australia,Swimming,M,Severe lacerations to left leg,N,4957
1037,May,2008,Unprovoked,NEW CALEDONIA,North Province,Fishing,M,Lower legs bitten,N,4956
1038,May,2008,Unprovoked,USA,Florida,Wading,M,2 inch laceration to left lower calf.,N,4955
1039,May,2008,Provoked,SOUTH AFRICA,,Fishing,M,Leg bitten by shark taken aboard Japanese trawler PROVOKED INCIDENT,N,4954
1040,Apr,2008,Unprovoked,MEXICO,Guerro,Surfing,M,FATAL    Severe bite to right thigh,Y,4953
1041,Apr,2008,Unprovoked,USA,Florida,Surfing,M,3-inch laceration to dorsal surface of left foot,N,4952
1042,Apr,2008,Unprovoked,USA,Florida,Surfing,M,Calf bitten,N,4951
1043,Apr,2008,Unprovoked,NEW CALEDONIA,North Province,Swimming,M,Lacerations to left foot,N,4950
1044,Apr,2008,Provoked,USA,Florida,Surfing,M,Puncture wounds to right foot                  PROVOKED INCIDENT,N,4949
1045,Apr,2008,Unprovoked,USA,California,Swimming,M,FATAL,Y,4948
1046,Apr,2008,Unprovoked,USA,Florida,Surfing,M,Cuts & punctures to right foot,N,4947
1047,Apr,2008,Unprovoked,AUSTRALIA,New South Wales,,M,,UNKNOWN,4946
1048,Apr,2008,Invalid,SOUTH AFRICA,KwaZulu-Natal,Free-diving,M,"As he pushd the shark away from his camera, his finger was cut on a tooth",N,4945
1049,Apr,2008,Invalid,MEXICO,Quintana Roo,Swimming,M,Probable drowning with post-mortem bites,Y,4944
1050,Apr,2008,Invalid,AUSTRALIA,Queensland,Surfing,M,2 puncture wounds to leg,N,4943
1051,Apr,2008,Unprovoked,USA,Florida,Surfing,M,Puncture wounds to right foot,N,4942
1052,Mar,2008,Unprovoked,USA,Florida,Boogie Boarding,M,Right foot bitten,N,4941
1053,Apr,2008,Unprovoked,FIJI,,Spearfishing,M,Left forearm bitten ,N,4940
1055,Apr,2008,Unprovoked,AUSTRALIA,New South Wales,Body boarding,M,FATAL,Y,4938
1056,Apr,2008,Unprovoked,USA,Florida,Walking out of the water after surfing,M,Right foot & ankle bitten,N,4937
1057,Mar,2008,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Fishing from surfski,M,Right leg bitten,N,4936
1058,Mar,2008,Unprovoked,USA,Florida,Surfing,M,Foot bitten,N,4935
1059,Mar,2008,Unprovoked,USA,Florida,Wading,M,Shin bitten,N,4934
1060,Mar,2008,Unprovoked,USA,Florida,Walking out of the water after surfing,M,Three small lacerations/ punctures to right foot,N,4933
1061,Mar,2008,Unprovoked,USA,Florida,Wading,M,Two 3-inch lacerations to right ankle,N,4932
1062,Mar,2008,Unprovoked,USA,Florida,Jet skiing,M,Minor injury,N,4931
1063,Mar,2008,Unprovoked,USA,California,Surfing,M,"No injury to surfer, surfboard bitten by the shark",N,4930
1064,Feb,2008,Unprovoked,BAHAMAS,Northern Bahamas,Diving,M,"Leg bitten, FATAL",Y,4929
1065,Feb,2008,Unprovoked,FRENCH POLYNESIA,Society Islands,Spearfishing,M,Lacerations to face,N,4928
1066,Feb,2008,Unprovoked,USA,Florida,Surfing,M,Lacerations to foot,N,4927
1067,Feb,2008,Unprovoked,AUSTRALIA,New South Wales,Surfing,F,Abrasions to elbow; collided with shark,N,4926
1068,Feb,2008,Unprovoked,USA,Florida,Surf-skiing,M,Lacerations to foot,N,4925
1069,Jan,2008,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Surf-skiing,M,"No injury to surf-skiier, shark holed ski",N,4924
1070,Jan,2008,Provoked,AUSTRALIA,Queensland,Accidentally stood on hooked shark's tail before attempting to gut it ,M,Laceration to left knee PROVOKED INCIDENT,N,4923
1071,Jan,2008,Invalid,NEW ZEALAND,South Island,Wading,M,"Stingray envenomation, not a shark",N,4922
1073,Jan,2008,Unprovoked,USA,Florida,Surfing,M,Left foot bitten,N,4920
1076,Dec,2007,Unprovoked,ECUADOR,Galapagos Islands,Surfing,M,Lacerations & puncture wounds  to left thigh,N,4917
1077,Dec,2007,Invalid,BRITISH VIRGIN ISLANDS,Green Bay,Scuba diving,M,Shark bites were post-mortem,Y,4916
1078,Dec,2007,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,Severe lacerations to right buttock,N,4915
1079,Dec,2007,Unprovoked,AUSTRALIA,Queensland,Swimming,M,Lacerations to hand,N,4914
1080,Dec,2007,Invalid,AUSTRALIA,New South Wales,Swimming,M,Lacerations to left forearm,N,4913
1081,Dec,2007,Unprovoked,USA,Hawaii,Surfing,M,"No injury, shark bit surfboard ",N,4912
1082,Dec,2007,Unprovoked,NEW ZEALAND,South Island,Surfing,F,"No injury, shark bit surfboard & severed leash",N,4911
1083,Dec,2007,Unprovoked,BRAZIL,Pernambuco,Removing fish from a trap,M,20 cm injury to left foot,N,4910
1084,Nov,2007,Provoked,AUSTRALIA,Western Australia,Fishing,M,Minor injury to finger by netted shark PROVOKED INCIDENT,N,4909
1085,Nov,2007,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,"No injury, teethmarks in board & torn wetsuit",N,4908
1086,Nov,2007,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,Lacerations to feet,N,4907
1087,Nov,2007,Unprovoked,USA,Florida,Surfing,M,Cut to right knee,N,4906
1088,Nov,2007,Unprovoked,USA,Florida,Surfing,M,Lacerations to right leg,N,4905
1089,Nov,2007,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,Lacerations to thigh,N,4904
1090,Nov,2007,Invalid,MEXICO,Baja California,Shark diving,M,White shark breached cage. No injury to occupants,N,4903
1091,Oct,2007,Unprovoked,USA,Hawaii,Floating,M,Lacerations to left lower leg,N,4902
1092,Oct,2007,Unprovoked,AUSTRALIA,New South Wales,Surf-skiing,F,small laceration to wrist,N,4901
1093,Oct,2007,Unprovoked,AUSTRALIA,Queensland,Spearfishing,M,Laceration to calf,N,4900
1094,Oct,2007,Unprovoked,USA,California,Surfing,M,4 scratches on left hand,N,4899
1095,Oct,2007,Unprovoked,USA,Florida,Surfing,M,Severe lacerations to right hand,N,4898
1096,Sep,2007,Unprovoked,USA,California,Surfing,M,Puncture wound to foot,N,4897
1097,Sep,2007,Sea Disaster,PHILIPPINES,Palawan,"The 426-ton cargo ship Mia, laden with cement, capsized in heavy seas ",M,"FATAL        Only 4 of the 18 on board were rescued, some of the missing were allegedly killed by sharks",Y,4896
1098,Sep,2007,Unprovoked,NEW CALEDONIA,Loyalty Islands,Swimming,F,FATAL,Y,4895
1099,Sep,2007,Unprovoked,BAHAMAS,Grand Bahama Island,Spearfishing,F,Thigh bitten,N,4894
1100,Sep,2007,Unprovoked,USA,California,Surfing,F,"No injury to surfer, surfboard bitten",N,4893
1101,Sep,2007,Unprovoked,EGYPT,Red Sea,Swimming,F,"Severe lacerations to lower left leg, ankle and foot",N,4892
1102,Sep,2007,Invalid,USA,Florida,Scuba diving,F,Shark involvement prior to death unconfirmed,Y,4891
1103,Sep,2007,Unprovoked,USA,Florida,Surfing,F,Laceration to foot,N,4890
1104,Sep,2007,Unprovoked,USA,Florida,Surfing,M,Small lacerations to bottom of right big toe,N,4889
1105,Sep,2007,Unprovoked,SOLOMON ISLANDS,Marovo Lagoon,Spearfishing,M,Left thigh bitten,N,4888
1106,Sep,2007,Unprovoked,USA,Florida,Wading?,M,Laceration to right heel,N,4887
1107,Sep,2007,Unprovoked,USA,Florida,Surfing,F,"No injury, surfboard bitten",N,4886
1108,Sep,2007,Unprovoked,USA,Florida,Snorkeling,M,"Minor injury, shark latched onto his abdomen",N,4885
1109,Sep,2007,Unprovoked,USA,Florida,Wading,F,Puncture wounds & 2-inch laceration to calf,N,4884
1110,Sep,2007,Unprovoked,USA,Florida,Wading,F,Laceration to right big toe,N,4883
1111,Sep,2007,Unprovoked,USA,South Carolina,Standing,M,Lacerations to left calf and both feet ,N,4882
1112,Sep,2007,Unprovoked,USA,Florida,Jumping,F,Tiny punctures to arm,N,4881
1113,Sep,2007,Unprovoked,USA,Florida,Swimming,M,"3"" laceration to left forearm",N,4880
1114,Aug,2007,Unprovoked,USA,Hawaii,Body boarding,M,Laceration to right heel,N,4879
1115,Aug,2007,Unprovoked,USA,California,Surfing,M,Lacerations to thigh & torso,N,4878
1116,Aug,2007,Unprovoked,USA,Florida,Surfing,M,Left hand  bitten,N,4877
1117,Aug,2007,Unprovoked,USA,Florida,Surfing,M, 6 lacerations to left hand,N,4876
1118,Aug,2007,Provoked,USA,North Carolina,Diving,M,Minor injury from captive shark PROVOKED INCIDENT,N,4875
1119,Aug,2007,Provoked,USA,Delaware,Fishing,M,Forearm bitten by hooked shark PROVOKED INCIDENT,N,4874
1120,Aug,2007,Unprovoked,USA,Florida,Swimming,M,Torso bitten,N,4873
1121,Aug,2007,Unprovoked,USA,Florida,Surfing,M,Foot bitten,N,4872
1122,Aug,2007,Unprovoked,USA,South Carolina,Playing,M,Right calf bitten,N,4871
1123,Aug,2007,Unprovoked,USA,Florida,Floating near boat & observing bioluminesce,M,Puncture wounds to torso,N,4870
1124,Aug,2007,Unprovoked,USA,Florida,Swimming,F,"Minor injury, small lacerations to right foot",N,4869
1125,Aug,2007,Unprovoked,USA,Florida,Walking out of the water after surfing,M,"Minor injury, lacerations to left ankle & foot ",N,4868
1126,Aug,2007,Unprovoked,USA,South Carolina,Swimming,M,Lacerations to right foot,N,4867
1127,Aug,2007,Unprovoked,USA,South Carolina,Boogie Boarding,M,Lacerations to lower leg & ankle,N,4866
1128,Aug,2007,Unprovoked,USA,Florida,Jumped into the water,F,Lacerations to arm,N,4865
1129,Jul,2007,Unprovoked,USA,Florida,Surfing,M,Minor injury to shoulder,N,4864
1130,Jul,2007,Unprovoked,USA,California,Surfing,M,"No injury, shark bit surfboard",N,4863
1131,Jul,2007,Unprovoked,USA,California,Surf paddling,M,"No injury, surfboard bumped by shark for 20 minutes",N,4862
1132,Jul,2007,Boat,USA,California,Kayak Fishing,M,"No injury, kayak bitten",N,4861
1135,Jul,2007,Unprovoked,USA,North Carolina,Swimming,M,Right calf bitten,N,4858
1136,Jul,2007,Provoked,NORWAY,Oslo Fjord,Scuba diving,M,PROVOKED INCIDENT           No injury. Diver touched 'dead' shark; shark bit his equipment-covered arm,N,4857
1137,Jul,2007,Invalid,USA,California,Swimming,F,Foot injured. Shark involvment uncomfirmed,N,4856
1138,Jul,2007,Unprovoked,USA,North Carolina,Wading,F,Lacerations to right thigh & left foot,N,4855
1139,Jul,2007,Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,F,"Lacerations to thumb, ring and pinky fingers of right hand ",N,4854
1140,Jul,2007,Unprovoked,USA,Florida,Surfing,M,Right foot bitten,N,4853
1141,Jul,2007,Unprovoked,REUNION,,Body boarding,M,Minor injuries to thigh & knee ,N,4852
1143,Jun,2007,Provoked,USA,Florida,Removing hook from shark,M,Lacerations to right  hand by hooked shark PROVOKED INCIDENT,N,4850
1144,Jun,2007,Unprovoked,USA,California,Swimming,F,Hand bitten,N,4849
1145,Jun,2007,Unprovoked,USA,Florida,Surfing,M,6 to 8 puncture wounds to right hand,N,4848
1146,Jun,2007,Unprovoked,USA,Hawaii,Surfing,M,"No injury, board damaged",N,4847
1147,Jun,2007,Invalid,USA,Florida,Surfing,F,Superficial injuries to upper leg may have been caused by surfboard fin,N,4846
1148,Jun,2007,Unprovoked,USA,Florida,Swimming,F,Right foot bitten,N,4845
1149,Jun,2007,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,Lacerations to leg & ankle,N,4844
1150,May,2007,Unprovoked,USA,South Carolina,Wading,F,Lacerations to lower leg,N,4843
1151,May,2007,Provoked,USA,Virginia,Reviving a sedated shark,F,Left shin bitten by captive shark PROVOKED INCIDENT,N,4842
1152,May,2007,Provoked,ENGLAND,Kent,Fishing,M,Bitten on the nose by a hooked shark PROVOKED INCIDENT,N,4841
1153,May,2007,Unprovoked,AUSTRALIA,Western Australia,Wading,F,Left heel & calf bitten,N,4840
1154,May,2007,Unprovoked,AUSTRALIA,Victoria,Surfing,M,"No injury, shark's fin caught his leg",N,4839
1155,May,2007,Unprovoked,USA,Florida,Surfing,F,Knee bitten,N,4838
1156,May,2007,Unprovoked,SEYCHELLES,Bird Island,Snorkeling,M,No injury,N,4837
1157,May,2007,Invalid,AUSTRALIA,New South Wales,Swimming,M,Shark involvement prior to death unconfirmed,Y,4836
1158,May,2007,Unprovoked,USA,Hawaii,Snorkeling,F,Right foot bitten,N,4835
1159,May,2007,Unprovoked,USA,Florida,Swimming,M,Circular bite on left thigh,N,4834
1161,May,2007,Provoked,BAHAMAS,Bimini Islands,Shark tagging,F,Lacerations to right upper arm by captive shark PROVOKED INCIDENT,N,4832
1162,Apr,2007,Unprovoked,AUSTRALIA,Queensland,Swimming / jumping off a jetty,F,Lower leg & foot injured,N,4831
1163,Apr,2007,Unprovoked,USA,Florida,Body boarding,M,Left foot bitten,N,4830
1164,Apr,2007,Unprovoked,USA,Florida,Surfing,M,Lacerations to left index finger & thumb ,N,4829
1166,Apr,2007,Unprovoked,NEW CALEDONIA,South Province,Surfing,M,Left foot bitten,N,4827
1167,Apr,2007,Unprovoked,USA,Florida,Playing on a sandbar,M,Lacerations & puncture wounds to right calf,N,4826
1168,Mar,2007,Unprovoked,USA,Florida,Surfing,M,Lacerations to right ankle ,N,4825
1169,Mar,2007,Unprovoked,USA,Florida,,M,Minor cuts to right buttock & thigh,N,4824
1171,Mar,2007,Unprovoked,USA,Florida,Surfing,M,Punctures & lacerations to right calf & calf,N,4822
1172,Mar,2007,Unprovoked,AUSTRALIA,New South Wales,Surfing,F,Lacerations to 3 fingers of left hand ,N,4821
1173,Mar,2007,Provoked,USA,Florida,Shark fishing,M,Right hand bitten by hooked shark PROVOKED INCIDENT,N,4820
1174,Mar,2007,Unprovoked,AUSTRALIA,Queensland,Swimming,F,"Bruises to arm and hand, laceration to lower leg & minor injuries to foot",N,4819
