Month,Year,Type,Country,Area,Location,Activity,Sex,Age,Age range,Injury,Fatal,Time,Time of day,Species,Case Number,Date
7,2006,Unprovoked,USA,Oregon,Oswald State Park,Surfing,M,41,35-44,Minor injury,N,16h00,1. Afternoon,White Shark?,2006.07.31.a,31-Jul-06
7,2006,Invalid,USA,California,"Broad Beach, Malibu, Los Angeles County",Boogie boarding,M,0,Unknown,"Bruises, laceration to head, spinal cord injury & neck broken at c5/c6",N,14h00,1. Afternoon,"Thought To Involve A Mako Shark, But Possibly A Sea Lion",2006.07.29.b,29-Jul-06
7,2006,Unprovoked,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Surfing,M,15,12-17,Foot bitten,N,Unknown,Unknown,Unknown,2006.07.29.a,29-Jul-06
7,2006,Unprovoked,SOUTH AFRICA,Western Cape Province,Fish Hoek,Surf-skiing,M,19,18-24,"No injury, surf ski bitten",N,16h30,1. Afternoon,"White Shark, 3M To 4M",2006.07.28,28-Jul-06
7,2006,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,14,12-17,Minor lacerations to right foot,N,13h45,1. Afternoon,,2006.07.25,25-Jul-06
7,2006,Unprovoked,USA,Texas,"Sargent Beach, Matagorda County",Surf fishing,M,0,Unknown,Right foot bitten,N,Unknown,Unknown,"Bull Shark, 4' To 5'",2006.07.23,23-Jul-06
7,2006,Invalid,AUSTRALIA,Torres Strait,Western Province,Unknown,Unknown,0,Unknown,8 shark-bitten bodies washed ashore,N,Unknown,Unknown,Unknown,2006.07.17.R,Reported 17-Jul-2006
7,2006,Unprovoked,USA,South Carolina,"Singleton Beach, Hilton Head Island, Beaufort County",Standing,M,49,45-54,Left ankle & foot bitten,N,10h00,0. Morning,"Angel Shark, 1.2M",2006.07.17,17-Jul-06
7,2006,Invalid,SPAIN,Alicante,San Juan Beach,Swimming,F,7,1-12,Hand & wrist severely bitten,N,Unknown,Unknown,"Shark Involvement Not Confirmed, Injury May Have Been Caused By A Bluefish",2006.07.13,13-Jul-06
7,2006,Unprovoked,USA,South Carolina,"Kiawah Island, Charleston County",Swimming,F,21,18-24,Ankle & foot bitten,N,13h30,1. Afternoon,Unknown,2006.07.12,12-Jul-06
7,2006,Unprovoked,BRAZIL,Pernambuco,Body Recovered At Goiana,Unknown,M,0,Unknown,Fatal,Y,Unknown,Unknown,Bull Or Tiger Shark,2006.07.10,10-Jul-06
7,2006,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,M,40,35-44,Dorsum of left foot bitten,N,17h00,1. Afternoon,Unknown,2006.07.09.b,09-Jul-06
7,2006,Unprovoked,USA,Florida,"Ponte Vedra Beach, St Johns County",Walking,M,11,1-12,Lower leg & ankle bitten,N,13h00,1. Afternoon,Unknown,2006.07.09.a,09-Jul-2006.
7,2006,Unprovoked,USA,South Carolina,"Debordieu Beach, Georgetown County",Body boarding,F,14,12-17,Foot bitten,N,11h00,0. Morning,5' To 6' Spinner Or Bull Shark,2006.07.08.b,08-Jul-06
7,2006,Unprovoked,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Swimming,M,13,12-17,Right calf bitten,N,13h00,1. Afternoon,Unknown,2006.07.08.a,08-Jul-06
6,2006,Unprovoked,USA,Florida,"Florida Keys, Monroe County",Spearfishing,F,28,25-34,Lacerations & puncture wound  to arm,N,Unknown,Unknown,"1.8 M Blacktip ""Reef"" Shark",2006.06.30.b,Jul-06
6,2006,Unprovoked,USA,Florida,"Florida Keys, Monroe County",Spearfishing,M,35,35-44,Minor injuries,N,Unknown,Unknown,"1.8 M Blacktip ""Reef"" Shark",2006.06.30.a,Jul-06
6,2006,Unprovoked,USA,Florida,"Hutchinson Island, St. Lucie County",Body boarding,F,9,1-12,Right calf bitten,N,11h10,0. Morning,Unknown,2006.06.27,27-Jun-06
6,2006,Provoked,USA,Florida,Fort Myers,Fishing,M,0,Unknown,Non-swimmer pulled off pier& into the water by a hooked shark provoked incident,N,14h00,1. Afternoon,Unknown,2006.06.26,26-Jun-06
6,2006,Unprovoked,BAHAMAS,Andros Islands,Mangrove Cay,Spearfishing,M,25,25-34,Right arm severely bitten,N,13h00,1. Afternoon,Unknown,2006.06.24,24-Jun-06
6,2006,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,F,22,18-24,2-inch puncture wounds on right foot,N,13h00,1. Afternoon,Possibly A 1' To 3' Blacktip Or Spinner Shark,2006.06.20,20-Jun-06
6,2006,Unprovoked,BRAZIL,Pernambuco,"Punta Del Chifre Beach, Olinda",Body boarding,M,27,25-34,Left thigh bitten fatal,Y,09h00,0. Morning,Unknown,2006.06.18,18-Jun-06
6,2006,Unprovoked,USA,California,"Monterey, Monterey County",Scuba diving,M,43,35-44,"No injury, shark bit scuba tank boot",N,11h10,0. Morning,Unknown,2006.06.17,17-Jun-06
6,2006,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,24,18-24,Four 1-inch puncture wounds on left foot,N,15h30,1. Afternoon,2' To 3' Shark,2006.06.15,15-Jun-06
6,2006,Unprovoked,USA,South Carolina,"Coligny Beach, Hilton Head, Beaufort County",Playing,F,7,1-12,Lacerations & puncture wounds to left foot & buttocks,N,13h45,1. Afternoon,3' To 4' Shark,2006.06.07,07-Jun-06
6,2006,Unprovoked,AUSTRALIA,South Australia,Waitpinga,Surfing,M,40,35-44,"No injury, knocked off surfboard",N,11h30,0. Morning,14' White Shark,2006.06.05,05-Jun-06
5,2006,Unprovoked,USA,Hawaii,O'Ahu,Spearfishing,M,26,25-34,"4"" laceration to left forearm",N,13h30,1. Afternoon,"Tiger Shark, 8' To 12'",2006.05.31,31-May-06
5,2006,Provoked,USA,Hawaii,French Frigate Shoals,Tagging sharks,Unknown,0,Unknown,"No injury to occupants, boat damaged by hooked shark provoked incident",N,14h00,1. Afternoon,"Tiger Shark, 15' Female",2006.05.28,28-May-06
5,2006,Unprovoked,USA,Hawaii,"North Shore, O'Ahu",Surfing,M,31,25-34,"No injury, shark bumped surfboard",N,16h00,1. Afternoon,Unknown,2006.05.27,27-May-06
5,2006,Provoked,USA,Hawaii,Lanai,Spearfishing,M,15,12-17,Knee bitten after diver poked shark provoked incident,N,16h30,1. Afternoon,"Grey Reef Shark, 5' To 8'",2006.05.24,24-May-06
5,2006,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Surfing,M,33,25-34,"Injuries to left thigh, calf & foot",N,11h30,0. Morning,Unknown,2006.05.21,21-May-06
5,2006,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Unknown,M,0,Unknown,Small lacerations to arm,N,12h15,1. Afternoon,Unknown,2006.05.10,05-May-06
5,2006,Provoked,AUSTRALIA,Queensland,"Moffat Beach, Caloundra",Snorkeling,M,46,45-54,Abrasion & 6 puncture wounds on chest after grabbing the shark by its tail provoked incident,N,16h30,1. Afternoon,"Wobbegong Shark, 2 M",2006.05.02,02-May-06
4,2006,Invalid,USA,Florida,"Alligator Reef Off Islamorada, Monroe County",Unknown,M,0,Unknown,Shark bites post mortem,Y,Unknown,Unknown,Unknown,2006.04.23.R,Reported      23-Apr-2006
4,2006,Unprovoked,USA,Florida,"Sebastian Inlet, Brevard County",Surfing,M,54,45-54,Feet bitten,N,Unknown,Unknown,Unknown,2006.04.21,21-Apr-06
4,2006,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Standing,F,13,12-17,3 tiny punctures & small lacerations on right ankle,N,15h00,1. Afternoon,Unknown,2006.04.19,19-Apr-06
4,2006,Provoked,USA,Florida,"Port Of The Islands, Collier County",Fishing,M,35,35-44,3 to 4 cm laceration on foot from hooked shark brought on board provoked incident,N,14h00,1. Afternoon,"Bull Shark, 4' To Bull Shark",2006.04.13,13-Apr-06
4,2006,Unprovoked,AUSTRALIA,New South Wales,Newcastle Beach,Surfing,M,15,12-17,Minor laceration to left foot,N,13h30,1. Afternoon,"Bronze Whaler Shark, A  Juvenile",2006.04.11,11-Apr-06
4,2006,Unprovoked,SOUTH AFRICA,Eastern Cape Province,St. Francis Bay,Body boarding,M,15,12-17,Leg bitten,N,17h30,1. Afternoon,"Raggedtooth Shark, 2.5 M To 3 M",2006.04.09.b,09-Apr-06
4,2006,Unprovoked,BRAZIL,Pernambuco,Piedade,Swimming,M,35,35-44,Left leg bitten,N,14h00,1. Afternoon,Tiger Shark,2006.04.09.a,09-Apr-06
4,2006,Unprovoked,USA,Florida,"Marco Island, Collier County",Wading,M,11,1-12,Minor injury to right hand & thigh,N,12h30,1. Afternoon,Unknown,2006.04.03,03-Apr-06
3,2006,Unprovoked,SIERRA LEONE,Western Area,"Lumely Beach, Freetown",Fishing,M,0,Unknown,Reportedly fatal but few details,Y,Unknown,Unknown,"3 M, 600-Kg Shark",2006.03.28.R,Reported  28-Mar-2006
3,2006,Unprovoked,USA,Hawaii,"Leftovers, Near Waimea Bay, O'Ahu",Surfing,F,28,25-34,5 puncture wounds in left calf,N,11h30,0. Morning,"Tiger Shark, 10'",2006.03.23,23-Mar-06
3,2006,Invalid,SOUTH AFRICA,Eastern Cape Province,Port Alfred,Swimming,M,17,12-17,"Fatal, but shark involvement prior to death unconfirmed",Y,Unknown,Unknown,Unknown,2006.03.22,22-Mar-06
3,2006,Unprovoked,FIJI,Vitu Levu,Sigatoka,Surfing,M,21,18-24,Lacerations to right hand,N,18h00,2. Evening,"Tiger Shark, 5'",2006.03.19,18-Mar-06
3,2006,Unprovoked,AUSTRALIA,New South Wales,"Bondi, Sydney",Surfing,M,15,12-17,"No injury, shark nudged surfboard",N,17h00,1. Afternoon,"Bronze Whaler Shark, 2 M",2006.03.15,15-Mar-06
2,2006,Unprovoked,USA,Hawaii,"Makena, Maui",Standing,F,15,12-17,Deep laceration to right calf,N,16h30,1. Afternoon,5' To 7' Shark,2006.02.27,27-Feb-06
2,2006,Invalid,USA,Hawaii,"Makena, Maui",Free diving,M,45,45-54,Forensic examination suggested diver drowned & afterwards his body was bitten by a shark/s,Y,14h00,1. Afternoon,Unknown,2006.02.23,23-Feb-06
2,2006,Unprovoked,AUSTRALIA,Queensland,"Golden Beach, Caloundra",Wading,M,18,18-24,Lacerations to foot,N,11h00,0. Morning,Unknown,2006.02.13,13-Feb-06
2,2006,Unprovoked,AUSTRALIA,Queensland,"Point Vernon, Hervey Bay",Swimming,M,0,Unknown,Puncture wound on arm,N,Unknown,Unknown,Unknown,2006.02.12.b,12-Feb-06
2,2006,Boat,AUSTRALIA,South Australia,"Brighton Beach, Adelaide",Fishing,M,0,Unknown,No injury to occupants; shark nudged the 5.3 m boat,N,12h00,1. Afternoon,4.5 M White Shark,2006.02.12.a,12-Feb-06
2,2006,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",Surfing,M,15,12-17,2 bite marks on right calf,N,14h00,1. Afternoon,Raggedtooth Shark,2006.02.08,08-Feb-06
2,2006,Unprovoked,TONGA,Vava'U,Tu�Anuku,Swimming,F,24,18-24,Severe bite to right leg fatal,Y,18h00,2. Evening,Tiger Shark,2006.02.01.b,01-Feb-06
2,2006,Boat,USA,Hawaii,"Off Pu'U Ola'L, Makena, Maui",Kayaking,M,57,55-64,No injury to occupant; shark bumped the kayak repeatedly for 15 minutes,N,14h00,1. Afternoon,12' To 18' Shark,2006.02.01.a,01-Feb-06
1,2006,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Coffee Bay,Spearfishing,M,34,25-34,Right arm  bitten,N,14h00,1. Afternoon,Unknown,2006.01.25,25-Jan-06
1,2006,Unprovoked,USA,California,"Santa Cruz, Santa Cruz County",Night surfing,M,0,Unknown,"No injury, but 2 small nicks on wetsuit",N,22h30,3. Night,Unknown,2006.01.18,18-Jan-06
1,2006,Unprovoked,AUSTRALIA,Western Australia,"Off City Beach, Perth",Scuba diving,M,52,45-54,Lacerations to left elbow,N,11h00,0. Morning,3.5 M White Shark,2006.01.15,15-Jan-06
1,2006,Invalid,BAHAMAS,Grand Bahama Island,Sandy Cay,Diving for lobsters,M,0,Unknown,"No injury, divers felt threatened by 10' pregnant female tiger shark & killed the shark",N,10h00,0. Morning,Unknown,2006.01.11,11-Jan-06
1,2006,Unprovoked,AUSTRALIA,Queensland,"Amity Point, North Stradbroke Island",Swimming,F,21,18-24,Fatal,Y,17h15,1. Afternoon,Bull Shark,2006.01.07,07-Jan-06
1,2006,Unprovoked,USA,Florida,"Round Island Park, Indian River County",Surfing,M,21,18-24,3 puncture wounds in right wrist & hand,N,16h45,1. Afternoon,4' Shark,2006.01.04,04-Jan-06
1,2006,Unprovoked,SOUTH AFRICA,Western Cape Province,Soetwater,Diving for crayfish,M,49,45-54,Lacerations to little finger,N,Unknown,Unknown,Said To Involve A 1.5 M Shark,2006.01.01,01-Jan-06
12,2005,Unprovoked,USA,Oregon,"Tillamook Head, Clatsop County",Surfing,M,30,25-34,Lacerations to ankle & calf,N,12h00,1. Afternoon,White Shark,2005.12.24,24-Dec-05
12,2005,Unprovoked,USA,Hawaii,"Keawakapu Beach, Maui",Swimming,M,29,25-34,Left hand bitten,N,11h45,0. Morning,Tiger Shark,2005.12.21,21-Dec-05
12,2005,Boat,ATLANTIC OCEAN,600 Nm West Of The Canary Islands,Unknown,Competing in the woodvale atlantic rowing race,Unknown,0,Unknown,"No injury to occupants, shark rammed boat for 15 minutes",N,13h30,1. Afternoon,3 M Shark,2005.12.20,20-Dec-05
12,2005,Unprovoked,AUSTRALIA,Queensland,St. Crispin Reef,Spearfishing,M,44,35-44,Right forearm & elbow bitten,N,11h00,0. Morning,Whitetip Reef Shark,2005.12.11,11-Dec-05
12,2005,Boat,AUSTRALIA,South Australia,"Middle Beach, 40 Km North Of Adelaide",Fishing,Unknown,0,Unknown,"No injury to occupants, hydrofoil of outboard motor bitten",N,15h30,1. Afternoon,4 M White Shark,2005.12.05.R,Reported 06-Dec-2005
11,2005,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,23,18-24,Right thumb & palm lacerated,N,13h00,1. Afternoon,4' Shark,2005.11.27,27-Nov-05
11,2005,Boat,AUSTRALIA,Victoria,"6 Km Off Collendina, South Of Melbourne",Fishing,Unknown,0,Unknown,"No injury to occupant, shark bit outboard motor",N,Unknown,Unknown,3 M White Shark,2005.11.25.c,25-Nov-05
11,2005,Unprovoked,AUSTRALIA,Victoria,Flinders,Surfing,M,18,18-24,"2 lacerations on leg, each 4"" to 5"" long",N,18h00,2. Evening,1.8 M Shark,2005.11.25.b,25-Nov-05
11,2005,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",Surfing,M,26,25-34,"Cut on finger, board bitten",N,11h30,0. Morning,Unknown,2005.11.25.a,25-Nov-05
11,2005,Unprovoked,NEW CALEDONIA,Loyalty Islands,Mar�,Spearfishing,Unknown,0,Unknown,Arm bitten,N,20h30,2. Evening,Unknown,2005.11.24,24-Nov-2005-
11,2005,Unprovoked,USA,Florida,"New Smyrna  Beach, Volusia County",Surfing,M,17,12-17,Lacerations to right thigh,N,14h30,1. Afternoon,Unknown,2005.11.20,20-Nov-05
11,2005,Boat,NEW CALEDONIA,Unknown,Unknown,Unknown,Unknown,0,Unknown,"No injury to occupants, shark lifted bow of boat 3 times",N,Unknown,Unknown,4.5 M White Shark,2005.11.16.R,Reported  16-Nov-2005
11,2005,Provoked,SOUTH AFRICA,Eastern Cape Province,Aston Bay,Fishing for sharks,M,32,25-34,Lacerations to hands & right leg when he tried to pull shark from the water provoked incident,N,14h00,1. Afternoon,"Raggedtooth Shark, 2.5M",2005.11.15,15-Nov-05
11,2005,Unprovoked,USA,Florida,"New Smyrna  Beach, Volusia County",Surfing,M,18,18-24,Puncture wounds to right foot,N,13h00,1. Afternoon,6' Shark,2005.11.12,12-Nov-05
11,2005,Unprovoked,USA,California,"Mavericks, Half Moon Bay, San Mateo County",Surfing,M,25,25-34,"No injury, board bitten",N,16h45,1. Afternoon,Unknown,2005.11.02.b,02-Nov-05
11,2005,Unprovoked,USA,California,"Ocean Beach, San Francisco, San Francisco County",Surfing,M,26,25-34,"No injury, board bumped",N,07h15,0. Morning,12' To 14' White Shark,2005.11.02.a,02-Nov-05
10,2005,Unprovoked,USA,Florida,"Ponce De Leon Inlet, Volusia County",Wading,M,15,12-17,Puncture wounds to foot,N,Unknown,Unknown,2' To 3' Shark,2005.10.29,29-Oct-05
10,2005,Unprovoked,SOUTH AFRICA,Western Cape Province,Uilenkraalsmond (Near Gansbaai),Standing / surfing,M,20,18-24,Right foot bitten,N,10h00,0. Morning,3 M Shark,2005.10.22,22-Oct-05
10,2005,Unprovoked,USA,California,"Klamath River Mouth, Del Norte County",Surfing,M,36,35-44,No injury,N,11h00,0. Morning,White Shark,2005.10.21,21-Oct-05
10,2005,Unprovoked,USA,California,"Salmon Beach, Sonoma County",Surfing,F,20,18-24,Leg bitten,N,10h30,0. Morning,18' White Shark,2005.10.19,19-Oct-05
10,2005,Provoked,USA,Florida,"Ponce Inlet, Volusia County",Wading,M,15,12-17,Minor cuts to dorsum & sole of left foot when he stepped on shark provoked incident,N,17h55,1. Afternoon,Unknown,2005.10.15,15-Oct-05
10,2005,Unprovoked,USA,Hawaii,"Honokowai, Maui",Surfing,M,22,18-24,"No injury, surfboard bitten",N,18h00,2. Evening,"Tiger Shark, Less Than 10'",2005.10.13,13-Oct-05
10,2005,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Treading water/ surfing,M,48,45-54,Five 1-inch lacerations to left foot,N,16h05,1. Afternoon,Unknown,2005.10.06,06-Oct-05
10,2005,Unprovoked,BAHAMAS,Abaco Islands,Grand Cay,Diving,M,35,35-44,Lacerations to right side of face,N,Unknown,Unknown,Unknown,2005.10.03,03-Oct-05
10,2005,Unprovoked,SOUTH AFRICA,Western Cape Province,"Sunny Cove, Fish Hoek",Surf-skiing,M,52,45-54,"No injury, shark bit ski",N,15h00,1. Afternoon,White Shark,2005.10.01,01-Oct-05
9,2005,Unprovoked,AUSTRALIA,New South Wales,Arakoon'S Little Bay,Surfing,M,28,25-34,"No injury, knocked off board",N,Unknown,Unknown,"Tiger Shark, 3 M",2005.09.27.R,Reported      27-Sep-2005
9,2005,Unprovoked,AUSTRALIA,South Australia,Kangaroo Island,Surfing,M,26,25-34,Lacerations to legs,N,12h05,1. Afternoon,14' To 16' White Shark,2005.09.24,24-Sep-05
9,2005,Unprovoked,AUSTRALIA,Western Australia,"Scarborough Beach, Perth",Surfing,M,44,35-44,No injury,N,10h00,0. Morning,Bronze Whaler Shark,2005.09.23,23-Sep-05
9,2005,Invalid,USA,Florida,"Tigertail Beach, Collier County",Surfing,M,0,Unknown,Lacerations to dorsum of left foot,N,07h30,0. Morning,Shark Involvement Not Confirmed,2005.09.22,22-Sep-05
9,2005,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",Body surfing,F,68,65-74,"Injuries to fingers, calf  & heel",N,16h30,1. Afternoon,3' To 4' Shark,2005.09.20,20-Sep-05
9,2005,Unprovoked,USA,South Carolina,Folly Beach,Surfing,M,18,18-24,Fatal,Y,14h00,1. Afternoon,Unknown,2005.09.11,11-Sep-05
9,2005,Unprovoked,AUSTRALIA,New South Wales,"Park Beach, Coff'S Harbour",Standing,M,15,12-17,Left foot & ankle lacerated,N,20h00,2. Evening,Unknown,2005.09.07,07-Sep-05
9,2005,Unprovoked,USA,North Carolina,"North Topsail Beach, Onslow County",Wading,F,18,18-24,Calf severely lacerated,N,15h20,1. Afternoon,Bull Shark,2005.09.05,05-Sep-05
9,2005,Unprovoked,AUSTRALIA,South Australia,"Fishery Bay, Eyre Peninsula",Surfing,M,40,35-44,Lacerations to right arm & thigh,N,15h00,1. Afternoon,4 M [13'] White Shark,2005.09.04.a,04-Sep-05
9,2005,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Standing / surfing,M,62,55-64,Right foot bitten,N,11h10,0. Morning,Unknown,2005.09.02.b,02-Sep-05
8,2005,Unprovoked,AUSTRALIA,South Australia,Glenelg,Scuba diving,M,23,18-24,Fatal,Y,16h10,1. Afternoon,White Shark,2005.08.24.b,24-Aug-05
8,2005,Unprovoked,USA,California,"Scripps, Lajolla, San Diego County",Surfing,M,37,35-44,Lower right leg lacerated,N,11h00,0. Morning,Juvenile White Shark,2005.08.24.a,24-Aug-05
8,2005,Invalid,USA,South Carolina,"6Th Avenue North, Myrtle Beach, Horry County","Boogie boarding, kicked at object in the water",M,17,12-17,Laceration to knee,N,14h00,1. Afternoon,Possibly A Small Blacktip Shark,2005.08.22,22-Aug-05
8,2005,Unprovoked,USA,South Carolina,"34Th Avenue North, Myrtle Beach, Horry County",Swimming,M,8,1-12,Bitten underneath left arm,N,10h00,0. Morning,Possibly A Sandbar Shark Or Small Blacktip Shark,2005.08.21,21-Aug-05
8,2005,Unprovoked,USA,Texas,Crystal Beach (East Of Galveston),Walking,M,12,12-17,Left foot bitten,N,20h00,2. Evening,Unknown,2005.08.19,19-Aug-05
8,2005,Invalid,SOUTH AFRICA,Western Cape Province,"Milnerton Lagoon, Cape Town",Unknown,Unknown,0,Unknown,Human foot recovered from the water,N,Unknown,Unknown,Unknown,2005.08.14,14-Aug-05
8,2005,Unprovoked,USA,North Carolina,"Carolina Beach Off Texas Avenue, New Hanover County",Surfing,M,16,12-17,Laceration on right wrist & crescent of puncture wounds on  forearm,N,11h30,0. Morning,1.8 M [6'] Shark,2005.08.12,12-Aug-05
8,2005,Unprovoked,USA,South Carolina,"Isle Of Palms, Charleston County",Swimming,M,14,12-17,Puncture wounds on left foot,N,09h45,0. Morning,Unknown,2005.08.06,06-Aug-05
7,2005,Unprovoked,USA,Florida,"Off Zelda Boulevard, Daytona Beach, Volusia Countyy",Wading,F,13,12-17,Laceration on the back of left hand & toothmarks on wrist,N,18h00,2. Evening,Unknown,2005.07.27,27-Jul-05
7,2005,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Surfing,M,61,55-64,"Right foot: toes and back of foot, minor injury",N,11h30,0. Morning,Unknown,2005.07.23,23-Jul-05
7,2005,Invalid,USA,Florida,"Quarter Mile South Of Ponce De Leon Inlet, Volusia County",Surfing,M,25,25-34,"Straight 2.5"" laceration on top of left ankle",N,11h15,0. Morning,Shark Involvement Not Confirmed,2005.07.22,22-Jul-05
7,2005,Invalid,AUSTRALIA,Unknown,Unknown,Unknown,Unknown,0,Unknown,"A hoax - no shark was involved and wells' ""daughter"" was his business partner eileen purchase who injured her finger on his boat",N,Unknown,Unknown,No Shark Involvement,2005.07.15.R,Reported      15-Jul-2005
7,2005,Unprovoked,USA,North Carolina,"Holden Beach, Brunswick County",Swimming,M,22,18-24,Lacerations of left forearm,N,16h40,1. Afternoon,[4.5' To 5'] Shark,2005.07.15,15-Jul-05
7,2005,Unprovoked,USA,Texas,"Port Bolivar, Galveston County",Holding onto an inflatable boat,F,14,12-17,Left foot bitten,N,13h00,1. Afternoon,[4' To 5'],2005.07.13,13-Jul-05
7,2005,Unprovoked,USA,Florida,"Boca Grande, Lee County",Standing,M,19,18-24,Ankle bitten,N,11h30,0. Morning,Unknown,2005.07.01,01-Jul-05
6,2005,Unprovoked,USA,Florida,"Cape San Blas, Gulf County",Fishing,M,16,12-17,"Leg severely bitten, surgically amputated",N,11h30,0. Morning,Bull Shark,2005.06.27,27-Jun-05
6,2005,Unprovoked,USA,Florida,"Destin, Walton County",Swimming with boogie board,F,14,12-17,"Fatal, leg bitten",Y,11h15,0. Morning,1.8 M [6'] Bull Shark,2005.06.25,25-Jun-05
6,2005,Unprovoked,VANUATU,Malampa Province,Atchin Island Off Malakula,Swimming,F,7,1-12,Fatal,Y,14h00,1. Afternoon,"On 8/13/2005 Anglers From New Zealand Caught A 2.8 M [9'3""], 140-Kg [309-Lb] Shark At The Same Spot. It Was Believed This Was The Same Shark That Killed Alysha",2005.06.22,22-Jun-05
6,2005,Unprovoked,MEXICO,Baja California,San Luis Beach,Surfing,M,0,Unknown,Left foot bitten,N,07h00,0. Morning,Unknown,2005.06.21,20-Jun-05
6,2005,Invalid,USA,Hawaii,Maui,Swimming,M,49,45-54,"No injury, 2.1m [7'] tiger shark approached swimmer who repelled it with his fist",N,08h00,0. Morning,Unknown,2005.06.18,18-Jun-05
6,2005,Unprovoked,USA,Florida,"Howard E. Futch Memorial Park At Paradise Beach, Brevard County",Swimming,M,20,18-24,Foot bitten,N,14h00,1. Afternoon,"Unknown, But It Was Reported That A Shark Tooth Was Recovered From The Wound",2005.06.16,16-Jun-05
